Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.12,739.09,0.08,849.51,0.08,53.31,0.45,2.98,0.44,0.52,0.59,0.06,5.32,22.92,0.04,2260.31,11766.78,3543.64,1.55,1.14,0.67,8.06,3.42,76.56,158.66,324.42,33.66,22.14,24.88,79.03,346.4,6.42,31.83,33.36,126.43,213.54,10.45,12.74,82.41,29.33,287.04,0.17,1492.01,17.09,2446.47,3.0,507.43
0.17,610.59,0.07,132.05,0.08,674.45,0.52,1.82,2.41,0.49,2.43,0.06,3.8,16.53,0.06,393.01,2514.01,591.45,3.32,1.19,0.72,11.24,16.84,15.89,119.1,107.53,30.18,25.76,84.21,47.44,321.42,17.53,10.18,3.01,42.24,75.77,7.27,7.37,81.03,140.49,292.63,-0.01,1272.11,15.27,1039.63,2.0,0.0
0.09,1660.08,0.08,203.85,0.09,659.49,0.12,2.85,0.95,0.54,1.01,0.04,4.2,25.75,0.04,2260.12,33038.15,3333.17,4.07,1.15,0.74,11.3,5.75,37.9,102.2,165.64,18.05,18.05,86.63,41.46,89.45,24.46,37.9,0.24,165.66,194.4,19.03,9.54,53.08,89.47,77.39,0.12,526.8,15.77,2186.12,8.0,1779.14
0.18,760.67,0.07,1004.1,0.15,1358.38,0.77,2.72,0.62,0.31,1.45,0.04,3.7,13.55,0.03,789.06,40001.15,3707.33,2.37,0.87,0.64,13.19,15.56,87.14,19.95,119.13,25.75,16.12,63.04,81.86,268.8,25.17,7.92,57.25,167.93,56.29,15.62,13.05,3.93,0.12,200.4,0.02,417.61,25.17,516.1,3.0,2539.98
0.14,713.49,0.08,862.29,0.11,787.58,0.22,2.64,1.8,0.52,0.69,0.03,0.59,20.61,0.04,1690.8,11678.61,1942.48,2.14,0.85,0.5,37.04,8.29,18.13,8.02,163.12,12.97,9.39,81.4,120.13,38.48,21.99,22.0,30.26,76.33,261.75,4.02,26.41,84.62,84.56,168.43,0.36,212.29,13.93,1827.47,6.0,1719.65
0.13,163.3,0.15,336.23,0.02,1037.21,0.44,2.79,1.49,0.6,1.73,0.06,5.98,7.79,0.06,1615.48,6474.68,3222.53,1.65,0.93,0.3,5.17,9.35,43.57,90.36,193.65,21.56,24.36,65.85,161.13,228.48,30.45,2.38,11.82,30.52,149.9,20.2,38.52,53.39,62.12,1.3,0.28,404.97,15.96,626.58,4.0,1046.94
0.1,2173.82,0.14,1522.59,0.12,359.54,0.2,4.34,1.29,0.84,2.24,0.04,5.03,24.09,0.09,1375.5,2011.26,2574.88,4.28,1.37,0.47,2.61,17.54,30.21,55.28,177.3,7.08,23.08,81.55,54.41,149.45,22.61,9.52,38.46,87.01,85.98,16.13,35.7,67.85,152.6,27.96,-0.08,942.84,26.59,358.6,2.0,1522.46
0.06,2079.38,0.14,403.6,0.03,1494.9,0.58,4.51,0.84,0.68,1.65,0.06,5.92,17.63,0.08,533.26,5135.0,3865.8,1.72,1.13,0.5,9.6,6.65,66.75,174.37,127.03,5.22,6.38,8.46,154.57,9.71,16.49,32.79,63.2,4.16,49.12,1.75,9.78,0.21,114.49,228.31,0.39,381.41,9.6,887.36,5.0,3597.04
0.07,1569.09,0.05,973.13,0.02,1967.34,0.49,2.09,1.16,0.58,1.1,0.07,3.76,24.14,0.07,531.51,8849.99,2222.0,1.29,1.47,0.73,28.81,23.54,32.53,75.88,224.08,32.49,15.78,49.95,72.16,86.83,40.75,13.97,30.54,106.84,53.03,7.53,23.18,38.41,102.39,128.59,0.08,537.89,6.23,565.91,3.0,1946.78
0.07,1762.77,0.03,80.45,0.04,446.34,0.23,1.47,1.99,0.51,0.65,0.03,2.84,15.37,0.04,2506.56,26851.62,1082.06,4.36,1.39,0.75,26.84,15.39,30.77,113.76,14.05,12.11,38.24,62.56,6.54,292.26,10.94,15.47,69.06,131.17,126.89,10.94,19.04,78.14,45.87,135.11,-0.1,355.27,15.64,2940.23,8.0,1549.16
0.06,1930.47,0.09,711.74,0.09,234.2,0.89,4.51,2.3,0.79,0.42,0.04,3.22,18.84,0.07,1823.15,18652.49,2644.93,1.59,1.24,0.66,20.13,19.85,36.98,85.28,334.26,5.16,7.81,79.94,165.72,245.11,9.61,16.38,19.24,139.28,138.05,11.29,17.81,82.8,106.34,69.34,0.29,1513.18,20.82,1712.18,4.0,2130.3
0.17,508.67,0.06,183.05,0.18,1371.91,0.62,1.02,3.02,0.55,1.23,0.07,1.69,19.99,0.03,7152.56,16160.71,1471.7,4.0,1.48,0.41,28.08,16.07,61.67,9.71,312.66,25.23,21.22,32.11,39.59,146.23,15.41,24.62,12.93,49.21,107.84,20.16,13.48,64.4,150.07,300.57,-0.02,593.51,15.57,145.32,5.0,77.45
0.07,743.08,0.11,772.83,0.11,1248.57,0.54,3.87,3.72,0.71,2.68,0.05,0.9,6.88,0.09,5715.87,6036.08,2106.48,1.6,1.27,0.52,35.13,37.21,53.86,29.07,40.11,21.42,17.75,55.02,73.28,181.59,27.83,21.95,22.64,20.35,87.65,7.45,7.34,20.0,133.93,64.28,0.24,457.38,29.57,981.17,8.0,569.55
0.08,2131.63,0.03,1433.0,0.06,1323.65,0.26,3.62,0.84,0.73,0.46,0.04,1.27,9.34,0.05,10227.53,2718.66,584.67,3.74,1.36,0.56,21.25,12.79,83.69,138.35,300.87,10.31,27.6,60.11,101.74,356.55,8.85,31.53,8.41,155.18,155.34,15.06,37.41,52.83,44.74,326.47,0.01,1444.91,17.29,1490.24,6.0,25.18
0.16,1731.87,0.03,604.78,0.17,262.15,0.45,1.47,1.16,0.37,1.41,0.05,3.81,7.01,0.1,4128.59,20939.38,2191.09,1.66,1.26,0.88,32.63,9.78,37.15,143.05,97.77,12.28,7.27,14.77,142.42,233.62,5.08,9.08,35.63,130.12,12.79,26.03,17.39,88.95,160.31,26.12,-0.07,686.36,0.36,1650.81,3.0,83.14
0.16,2207.09,0.06,162.58,0.08,916.15,0.3,0.87,1.19,0.59,2.22,0.07,4.98,5.04,0.08,1016.49,7124.45,1266.42,3.27,0.84,0.65,9.52,31.93,8.08,67.24,296.25,4.25,8.84,51.93,130.33,192.56,10.37,31.19,50.98,34.27,333.22,13.66,11.72,55.91,11.71,148.07,0.32,1556.67,25.93,1278.24,2.0,3114.74
0.11,1264.92,0.07,1220.33,0.12,107.96,0.64,4.26,2.09,0.62,2.01,0.03,0.57,27.74,0.03,2598.58,23851.48,3757.53,1.15,0.79,0.33,9.24,4.61,12.1,102.37,318.17,11.59,4.51,80.67,155.91,88.65,10.05,18.09,53.01,142.27,175.42,4.85,25.81,47.48,54.65,185.23,0.38,526.41,27.52,2767.03,3.0,3372.81
0.17,1363.24,0.09,1892.91,0.05,602.77,0.14,0.88,0.46,0.42,0.61,0.03,3.18,24.64,0.1,785.3,12326.36,1302.86,2.78,1.31,0.35,25.85,5.09,82.67,157.04,107.36,17.3,6.33,13.5,133.53,222.83,17.34,15.07,50.58,94.11,224.63,5.05,17.06,64.98,110.96,191.61,0.21,1418.18,12.67,1047.5,3.0,2460.91
0.12,1053.4,0.1,1183.89,0.04,501.85,0.88,1.86,2.54,0.62,1.74,0.05,2.73,9.84,0.07,407.9,12592.93,2090.69,1.2,0.73,0.47,13.54,17.01,36.22,108.7,59.91,8.27,2.58,50.91,0.17,262.17,27.03,6.97,89.46,66.77,106.22,18.21,35.56,72.86,126.68,198.55,0.3,1020.46,4.24,2979.76,1.0,3852.57
0.03,880.28,0.17,1020.35,0.11,301.79,0.41,3.22,0.95,0.59,0.85,0.04,1.76,15.46,0.06,1983.6,4504.44,1253.77,4.01,1.16,0.38,22.53,10.34,68.39,49.14,227.18,10.81,23.66,42.1,131.46,265.22,12.93,12.64,88.28,130.76,316.6,9.83,12.14,67.48,166.38,164.02,-0.03,781.66,4.28,2075.66,1.0,607.07
0.08,889.23,0.17,728.41,0.17,308.32,0.55,2.66,0.47,0.66,1.01,0.06,5.54,29.12,0.08,666.97,19002.45,2831.63,3.67,0.82,0.63,5.66,22.12,42.4,81.19,241.48,11.39,9.29,33.98,7.99,176.99,26.31,27.76,81.76,123.48,229.3,10.21,16.6,7.72,112.11,152.81,0.03,244.75,18.61,2216.53,7.0,7255.52
0.08,505.33,0.12,265.41,0.1,565.78,0.73,2.06,0.37,0.5,0.9,0.05,4.67,25.57,0.08,8539.69,3680.06,3284.06,2.48,1.29,0.79,19.37,31.72,72.13,176.26,144.36,15.58,28.8,20.57,142.78,63.1,21.23,5.46,4.74,45.41,271.61,34.33,3.62,42.92,87.72,199.7,-0.09,297.79,29.42,166.28,6.0,95.19
0.08,1679.35,0.16,198.9,0.06,439.73,0.59,2.31,1.89,0.58,1.86,0.04,4.84,11.46,0.04,2251.53,18775.38,485.58,1.18,1.14,0.53,6.17,32.84,25.72,86.64,207.65,32.78,18.48,77.71,83.09,159.14,20.58,11.13,63.54,108.06,52.55,12.96,10.05,32.56,100.87,259.82,0.01,1058.87,28.36,1339.71,6.0,1621.7
0.11,1874.67,0.02,699.15,0.05,429.86,0.25,2.95,1.89,0.84,0.49,0.05,4.31,6.32,0.08,3470.59,1060.71,1153.68,4.15,0.77,0.79,14.84,37.88,2.5,168.13,194.54,24.17,2.09,69.62,26.34,335.43,40.22,0.9,14.6,93.59,264.88,4.69,12.13,76.85,21.24,63.66,0.39,1441.85,23.08,2771.74,2.0,1755.81
0.1,169.87,0.12,1031.38,0.03,790.57,0.73,2.54,0.74,0.31,0.94,0.07,1.81,26.28,0.08,845.83,19411.1,1342.55,3.04,1.25,0.82,24.43,26.69,2.73,150.76,321.74,16.44,18.23,66.27,97.29,324.83,5.36,18.91,59.71,144.91,322.79,16.87,30.59,15.72,7.42,117.25,0.0,266.53,8.75,2828.85,1.0,256.24
0.11,1746.82,0.13,1668.76,0.06,474.95,0.73,3.57,0.36,0.43,0.07,0.07,2.33,29.03,0.1,7016.32,465.31,985.47,3.97,0.8,0.69,9.65,5.87,74.21,119.74,112.13,14.0,29.36,49.78,2.04,55.18,23.64,12.96,16.31,121.37,252.38,8.3,27.21,46.93,85.81,296.57,-0.02,1484.64,24.57,44.82,7.0,54.9
0.18,538.27,0.13,280.41,0.13,697.27,0.26,3.12,0.77,0.48,1.39,0.05,5.26,17.84,0.03,5408.12,1801.03,3091.72,3.23,1.04,0.94,26.18,29.2,68.11,79.86,163.72,21.42,17.95,22.7,23.97,182.0,7.55,33.48,30.9,30.24,204.35,18.81,22.99,86.69,177.79,281.19,0.3,356.38,19.93,1130.22,6.0,440.97
0.18,801.45,0.17,316.43,0.14,404.63,0.26,1.79,0.38,0.81,2.8,0.06,1.88,13.19,0.06,1253.21,7661.56,2635.74,1.1,0.96,0.53,5.13,5.9,60.61,34.31,247.74,25.87,6.59,80.02,88.82,42.74,31.91,8.58,62.72,32.88,348.08,14.34,38.62,69.48,72.86,55.37,0.34,1172.22,5.04,2944.37,4.0,1545.16
0.03,192.94,0.04,1820.23,0.17,801.22,0.78,3.29,1.86,0.57,1.38,0.06,5.71,18.52,0.04,4558.83,6904.99,2084.57,1.71,0.88,0.84,18.43,10.37,54.64,19.74,182.15,19.41,18.35,9.59,84.28,54.56,8.77,26.04,14.39,95.2,187.91,15.04,10.14,23.67,80.1,321.79,0.39,1289.39,8.54,422.62,1.0,167.29
0.12,705.65,0.12,881.49,0.17,289.78,0.61,4.79,0.36,0.84,0.72,0.04,3.88,24.97,0.1,9451.36,1902.72,2773.29,3.79,0.86,0.32,15.3,31.4,47.74,94.32,50.78,3.87,35.3,31.03,165.09,307.33,23.82,10.63,74.88,132.44,217.98,18.97,37.66,69.78,133.77,23.86,0.05,944.4,15.5,2092.05,8.0,125.57
0.17,1156.64,0.05,1020.64,0.14,1808.59,0.89,4.98,3.09,0.66,1.2,0.04,4.78,23.0,0.05,6112.47,26269.36,1329.75,3.34,1.26,0.71,22.64,12.36,46.29,166.93,219.47,14.7,4.96,37.82,68.73,298.41,13.93,18.78,79.57,20.27,99.8,17.76,9.71,81.97,101.95,239.9,0.23,737.85,19.16,903.49,7.0,387.59
0.14,1829.63,0.16,723.42,0.09,361.33,0.49,3.35,0.94,0.54,0.28,0.05,1.1,23.83,0.04,470.5,2741.4,3660.01,3.63,0.85,0.74,14.27,11.68,27.12,168.68,214.95,2.03,5.17,5.81,30.67,128.9,25.88,33.33,61.64,63.1,296.66,11.54,24.8,45.97,121.94,245.46,0.23,837.86,6.34,1368.18,1.0,3320.66
0.15,2162.19,0.05,870.2,0.06,1510.77,0.53,2.39,3.18,0.67,2.57,0.05,1.0,16.32,0.09,2905.55,27379.3,482.55,2.15,0.92,0.66,11.93,18.82,83.47,152.35,189.84,25.77,7.3,66.67,157.9,77.14,14.12,7.53,82.11,88.17,320.1,34.24,22.78,7.63,109.22,352.21,-0.0,248.51,21.11,1099.21,3.0,817.53
0.02,1017.76,0.17,207.78,0.15,788.12,0.77,3.67,2.03,0.42,1.93,0.05,4.27,18.84,0.03,3207.68,1683.12,2763.76,2.24,1.41,0.65,19.49,17.34,36.43,110.25,303.53,30.41,6.38,53.22,93.1,159.18,29.77,2.99,19.25,43.88,323.99,22.32,4.52,81.48,142.13,249.56,-0.07,1011.24,15.22,89.98,2.0,217.22
0.04,2699.26,0.13,237.31,0.13,303.34,0.54,1.39,2.79,0.42,0.91,0.06,1.39,11.21,0.07,11150.54,25296.66,999.66,3.4,1.48,0.62,24.63,17.89,4.0,6.39,26.05,11.59,24.18,58.14,174.89,233.92,1.51,28.81,51.34,20.55,185.88,37.54,6.29,83.69,134.93,277.45,-0.08,180.63,20.55,707.9,3.0,103.79
0.15,1931.18,0.14,875.64,0.07,465.73,0.29,4.07,0.21,0.52,1.97,0.04,3.48,7.35,0.03,5751.16,12263.05,2813.92,3.91,1.48,0.54,26.28,7.12,63.79,64.34,52.51,8.18,22.25,87.4,142.98,250.44,19.57,1.61,46.48,89.76,213.45,29.77,33.9,73.33,43.13,294.33,0.14,779.33,19.9,420.45,4.0,219.92
0.17,1540.91,0.15,1356.0,0.17,1014.05,0.7,0.95,1.46,0.46,1.71,0.05,2.96,15.51,0.09,6581.37,33968.06,1839.64,3.42,0.92,0.73,16.17,17.92,49.62,148.99,267.38,16.23,11.19,83.13,54.1,65.86,19.69,25.08,3.37,50.82,182.5,21.56,24.46,16.98,164.0,230.55,0.3,369.79,5.26,1556.17,7.0,166.13
0.11,1156.68,0.05,108.3,0.18,688.05,0.21,1.25,0.45,0.37,1.89,0.06,5.47,10.31,0.04,4160.1,9728.09,2721.0,3.44,1.39,0.75,36.9,14.97,29.63,167.2,257.76,16.78,9.63,83.99,151.49,323.0,23.54,4.06,7.38,43.47,301.49,15.42,34.1,69.47,174.61,349.33,-0.06,1539.81,28.0,711.0,1.0,117.95
0.09,574.96,0.13,1176.63,0.12,1187.85,0.82,1.09,3.45,0.61,0.87,0.04,5.81,7.71,0.05,233.69,25268.33,638.82,3.85,1.4,0.73,7.6,11.48,89.87,65.0,3.46,11.51,31.49,31.46,13.31,77.37,11.41,37.61,1.38,79.87,332.85,23.28,27.13,31.18,63.04,259.08,0.21,1244.77,16.22,876.41,1.0,7395.6
0.14,3391.45,0.18,1626.06,0.15,321.36,0.41,3.4,1.42,0.45,2.66,0.04,4.14,14.1,0.06,5683.39,10591.56,11.21,4.09,1.07,0.93,10.71,15.64,32.2,167.23,300.13,7.88,16.69,32.31,132.53,72.43,20.09,8.44,4.8,86.88,131.67,23.2,18.93,30.54,59.24,174.69,0.14,1386.72,27.54,2064.19,5.0,900.48
0.1,1499.26,0.16,1601.45,0.17,72.43,0.55,4.75,0.62,0.49,1.33,0.07,1.87,11.58,0.05,2388.98,34730.34,3892.93,2.48,1.41,0.57,36.43,7.39,76.15,166.24,96.42,2.36,15.46,52.5,107.5,57.65,4.05,23.9,35.02,52.0,11.37,15.88,7.52,59.61,106.88,32.29,0.23,1587.19,28.16,1570.57,7.0,1997.04
0.11,484.7,0.02,179.45,0.16,797.82,0.44,3.27,1.97,0.81,0.47,0.06,5.61,20.0,0.08,701.1,25894.55,3861.38,1.16,0.75,0.78,42.04,13.3,71.85,127.86,167.58,15.3,20.28,73.64,100.03,278.24,17.9,11.64,10.55,19.99,274.09,27.43,8.48,50.47,111.44,78.36,0.18,1089.71,28.67,1847.38,6.0,1512.84
0.17,868.8,0.03,342.02,0.15,580.87,0.41,1.58,0.61,0.85,2.06,0.04,5.34,11.76,0.09,3783.12,2876.63,1936.32,2.09,0.92,0.42,25.04,8.91,62.58,138.61,91.94,14.43,29.11,21.62,53.19,283.03,17.86,17.19,3.18,172.74,164.94,17.96,13.76,85.24,29.29,117.7,0.04,1160.07,7.96,2414.58,7.0,163.88
0.06,2232.34,0.18,176.69,0.13,807.7,0.7,2.53,1.2,0.71,1.14,0.04,3.08,18.11,0.07,571.13,24489.5,3313.07,2.18,1.1,0.44,4.45,9.28,7.5,150.79,296.08,1.88,9.29,19.71,16.52,328.95,14.43,19.7,56.92,123.32,282.65,15.48,3.7,8.83,48.63,278.77,0.08,844.15,8.68,1449.71,8.0,3910.15
0.18,1858.14,0.14,1215.04,0.04,412.71,0.57,1.47,0.38,0.33,1.83,0.04,5.73,13.81,0.09,5015.35,11038.0,105.84,1.36,1.2,0.62,8.47,30.22,66.13,113.48,207.76,25.4,7.64,80.76,90.79,226.76,14.35,10.36,45.72,80.45,112.56,7.65,15.8,89.83,82.21,0.08,-0.01,956.39,26.15,2942.56,7.0,1374.95
0.18,746.77,0.13,1001.15,0.05,1380.28,0.21,1.74,0.55,0.38,3.0,0.03,1.23,6.54,0.07,1248.97,3368.12,719.33,2.59,0.86,0.92,36.86,24.21,80.55,59.04,28.42,30.62,17.95,47.76,129.19,105.71,27.15,31.74,14.77,80.44,23.99,9.59,14.86,65.1,54.62,214.86,0.1,494.26,0.07,2114.19,7.0,282.6
0.16,672.31,0.17,299.67,0.15,314.11,0.6,4.87,1.47,0.3,2.93,0.06,5.66,21.82,0.09,689.84,4722.41,82.69,1.33,1.29,0.69,15.39,8.18,36.28,11.94,359.5,17.81,7.8,33.54,141.36,132.77,11.23,15.84,44.77,133.85,267.89,12.29,25.71,60.57,106.33,235.58,0.32,347.03,5.63,2933.42,4.0,2591.78
0.16,364.48,0.03,341.7,0.07,715.68,0.16,4.16,0.45,0.6,2.37,0.07,1.46,27.62,0.04,802.16,6726.87,3666.14,4.42,0.95,0.48,6.17,14.84,0.54,64.18,282.71,6.63,30.72,68.01,139.32,12.04,5.49,24.12,61.34,151.28,222.72,26.93,7.85,32.75,123.72,183.07,0.29,1382.32,5.22,2427.78,4.0,3826.04
0.16,1388.35,0.07,440.01,0.06,779.06,0.82,2.2,2.54,0.79,2.17,0.06,2.19,13.36,0.05,3118.38,11797.97,1006.16,3.5,1.36,0.74,22.66,38.56,76.84,175.83,90.2,7.5,10.69,23.58,23.51,84.49,10.71,14.38,65.28,62.37,355.13,14.58,18.25,74.97,177.54,228.43,0.27,321.33,22.05,2238.99,8.0,1402.03
